Observation,power,water,hotwater,prediction,gas,electricity,heating
3399,,2627.141920739877,0.2488999999999978,0,0.4838,,0.278
8378,-869.0707622592397,746.5684415052168,0.333249999999993,0,0.6575,0.092,0.079
2732,-8541.67073919703,6095.343352795758,0.3153500000000029,0,0.6271,0.9039,0.645
3101,-6837.924647508543,2469.3272671558625,0.0102500000000008,0,0.0029,0.7236,0.2613
1626,-8915.23035994964,7045.0622093941665,0.18095,1,0.3619,0.9434,0.7455
8036,-8704.917762969693,8354.857022971673,0.3318500000000066,0,0.6633,0.9212,0.8841
1016,-8960.905933156926,6005.64884147551,0.2597000000000012,1,0.4808,0.9483,0.6355
2295,-1889.463396215739,1551.7466082931217,0.18699999999999642,1,0.2856,0.2,0.1642
5167,,2878.5491324365703,0.17075000000000579,1,0.3343,,0.3046
2268,-1014.6025637678516,7442.941234297579,0.2475999999999984,0,0.4786,0.1074,0.7876
352,,8180.038158821718,0.31169999999999903,0,0.6226,,0.8656
2235,-7773.226228635334,7867.236986748014,0.4459499999999975,1,0.7983,0.8226,0.8325
8787,-6058.059996569551,,0.5252999999999943,1,0.8994,0.6411,
5996,-3767.3216403560755,7976.862643728526,0.11184999999999949,0,0.2203,0.3987,0.8441
3034,,3543.90596790451,0.4322999999999938,1,0.8624,,0.375
9028,-4282.383015824864,6210.635379964918,0.1516000000000007,0,0.2886,0.4532,0.6572
4310,-596.0323815060657,6968.545261847429,0.49470000000000164,0,0.9756,0.0631,0.7374
7196,,575.5209241476924,0.07795,0,0.1559,,0.0609
5484,-3117.8786037559694,3895.358719600638,0.44345,1,0.8869,0.33,0.4122
3075,-8924.400476930718,4478.4210373331925,0.474,0,0.948,0.9444,0.4739
1156,-560.2419369779667,2461.759573571,0.1514499999999983,0,0.2893,0.0593,0.2605
2336,-2836.4851177198243,8338.89062410384,0.1074500000000024,1,0.1103,0.3002,0.8824
1374,-3973.624190543591,2915.361088662777,0.06145,0,0.1229,0.4205,0.3085
4947,-8318.657978443574,2472.1506022501862,0.4153,0,0.8306,0.8803,0.2616
9820,-2424.490017344793,7075.341883733619,0.5611499999999989,1,0.9751,0.2566,0.7487
3709,-9212.10904485362,9089.161212401486,0.31804999999999917,1,0.6233,0.9749,0.9618
7345,-7036.107104111196,1986.4445894227415,0.4400999999999899,0,0.838,0.7446,0.2102
5521,-2594.6821230042096,4442.502292805095,0.1731000000000014,0,0.3444,0.2746,0.4701
7632,-3497.1482946972246,6745.504801093972,0.4491999999999952,0,0.873,0.3701,0.7138
4187,-4660.657695068013,7669.736341843468,0.18075,0,0.3615,0.4932,0.8116
577,-5310.6557433662265,8421.964653537332,0.44565000000000365,1,0.7665,0.562,0.8912
7151,-7914.172971653406,3477.6549490369594,0.11645000000000069,0,0.2183,0.8375,0.368
3243,-8662.722236554839,7792.587162597491,0.4333500000000035,0,0.8545,0.9167,0.8246
9725,-3647.205154696376,1960.9242735738287,0.1235999999999993,1,0.1094,0.386,0.2075
5546,-6016.579481852806,1230.415430936446,0.30434999999999945,0,0.6053,0.6367,0.1302
1833,-8013.3591999547325,8583.704953913777,0.0844499999999975,1,0.1485,0.848,0.9083
3151,-3378.2168207356326,1890.9690079138468,0.0522,0,0.1044,0.3575,0.2001
2186,-821.7501773538462,8251.851047877915,0.1143499999999995,0,0.2253,0.087,0.8732
10042,-4668.007788652874,5150.4309546878885,0.5465000000000168,1,0.9824,0.494,0.545
9381,-5921.788312042017,8735.720737309146,0.3254499999999948,1,0.5733,0.6267,0.9244
1899,-2496.380906400991,9179.843635419844,0.16955,0,0.3391,0.2642,0.9714
6836,-3699.4307980923086,1345.709558105606,0.3547500000000057,0,0.7083,0.3915,0.1424
6954,-8638.706944102141,4704.4241331809735,0.0836499999999894,1,0.1217,0.9142,0.4978
1407,-2056.7704667808316,8250.92763617981,0.18020000000000408,0,0.3152,0.2177,0.8731
3153,-2313.1286369680643,9280.162475419278,0.0256499999999948,1,0.0469,0.2448,0.982
2174,-8595.75640598918,3365.1866569621234,0.39065,0,0.7813,0.9096,0.3561
2508,-5950.638662985255,2494.8308830047754,0.3223,0,0.6446,0.6297,0.264
3030,-4757.713899973122,6311.782731662461,0.47964999999999575,0,0.9099,0.5035,0.6679
2419,-5337.721082611354,7646.090849390772,0.1784499999999964,1,0.3447,0.5649,0.8091
5336,-5711.765715062071,7660.488124862389,0.24465,1,0.4893,0.6045,0.8106
6419,,950.6924682965165,0.39114999999999206,0,0.7725,,0.1006
850,-4341.80875280566,437.71011622394354,0.5063000000000004,1,0.9886,0.4595,0.0463
8446,-5346.116187894325,7657.440289768067,0.29905,1,0.5981,0.5658,0.8103
3262,,2637.527649419064,0.3105,0,0.621,,0.2791
6553,-7702.500351277244,9181.75105881606,0.0410000000000047,0,0.08,0.8151,0.9716
4917,-1621.9050856512115,4307.414119975669,0.1082,1,0.2164,0.1717,0.4558
2216,-3814.6922252614686,6674.6793237358825,0.0179500000000022,0,0.0165,0.4037,0.7063
6575,,8348.305341084919,0.0852500000000061,1,0.0203,,0.8834
9166,-5285.7954392154215,5749.500571288278,0.0704500000000083,0,0.0993,0.5594,0.6084
5495,-351.64936339423514,8791.464727497509,0.0981999999999981,1,0.1948,0.0373,0.9303
8086,,9007.86680636421,0.1354999999999959,0,0.2584,,0.9532
1459,-1167.4644588613266,1977.0858724416628,0.4575499999999991,1,0.8869,0.1236,0.2092
7094,-1228.1211592828577,5283.5844346841,0.1124890080428873,0,0.2028,0.13,0.5591
8686,-9241.754407494962,9266.801811645766,0.16794999999999982,1,0.2169,0.978,0.9806
763,-7378.261338826245,2086.587029422176,0.1001500000000048,0,0.1923,0.7808,0.2208
8542,,1697.2795098017334,0.1166999999999925,1,0.227,,0.1796
6619,-2371.4193622507523,1838.111152819806,0.2565999999999929,0,0.4614,0.251,0.1945
4569,-8178.47624712361,7918.392818445837,0.0589499999999917,1,0.0285,0.8655,0.8379
3612,-3394.907031301575,5348.80481129054,0.3292999999999954,0,0.6486,0.3593,0.566
9682,-8317.722966745467,7986.419260709604,0.4999499999999995,1,0.9477,0.8802,0.8451
5321,-5650.879954685059,2733.937842626066,0.3984999999999979,0,0.78,0.598,0.2893
9974,-7765.866135050471,5017.077205254679,0.159399999999995,0,0.3054,0.8218,0.5309
5408,,6731.366825622355,0.39795000000000513,1,0.7759,,0.7123
2836,-1106.498698484315,933.6801577305749,0.0143,0,0.0286,0.1171,0.0988
7780,-4518.565940351831,4965.112361858746,0.1373499999999997,1,0.1403,0.4782,0.5254
1276,,2185.846457723502,0.2451500000000003,1,0.3473,,0.2313
2782,,4851.706458085801,0.27464999999999595,0,0.5337,,0.5134
6642,-1168.3994705594346,3703.541844884741,0.1106499999999954,0,0.1625,0.1237,0.3919
2707,-3880.71304412902,7046.980732790383,0.1263500000000025,0,0.2427,0.4107,0.7457
7646,-1909.6086418760044,4090.9643411089664,0.0825999999999925,0,0.1588,0.2021,0.4329
1004,-4283.3980275229715,1554.5442433874452,0.42655,0,0.8531,0.4533,0.1645
216,,3227.2659490383744,0.2846000000000002,1,0.4292,,0.3415
1314,,1630.2505792360746,0.3026499999999957,1,0.5559,,0.1725
1191,-8253.50217127413,2772.6799222484888,0.0334999999999987,0,0.0354,0.8734,0.2934
2790,-7445.607169391903,,0.4418499999999961,1,0.8377,0.7879,
8817,-397.16992490341363,9188.414340702815,0.3251500000000102,1,0.5341,0.0421,0.9723
5237,-7938.683275804211,3258.4091350759336,0.3291999999999905,0,0.6564,0.8401,0.3448
4418,,8390.758867499773,0.14375,0,0.2875,,0.8879
3920,-3006.64722337924,5453.867109780514,0.20884999999998968,1,0.4089,0.3182,0.5771
8140,-7546.393421089445,3248.9517180948546,0.3454999999999896,0,0.6882,0.7986,0.3438
7361,,3116.726680359753,0.3436500000000026,1,0.6743,,0.3298
5527,-1784.2137643924323,3615.6536569607083,0.007050000000003401,1,0.0079,0.1889,0.3826
1246,-4950.540826264429,1105.6850094855938,0.2762003067484648,0,0.5295,0.5239,0.117
2571,,7052.6450029790285,0.41599999999999737,1,0.717,,0.7463
2967,,1935.4950577249167,0.3814000000000012,1,0.7212,,0.2048
5029,,3323.748942245377,0.27735000000000487,1,0.5193,,0.3517
2523,-2146.6765781010795,9445.400822588155,0.3004000000000016,0,0.59,0.2272,0.9995
5567,,7195.3190693933175,0.31675,0,0.6335,,0.7614
10360,-3736.106254318516,9003.172947873672,0.4575500000000024,1,0.8105,0.3954,0.9527
2552,-1705.3961150847044,6292.047786002194,0.1297499999999981,1,0.2091,0.1805,0.6658
2337,-8004.764094671761,872.3719973535634,0.5433500000000019,1,0.9573,0.8471,0.0923
5935,,5060.60144336764,0.4097999999999918,1,0.7242,,0.5355
10310,-7149.79850788414,5845.883264495281,0.4528000000000015,1,0.849,0.7566,0.6186
5486,-3090.423264510841,9058.897338062035,0.15875,1,0.3175,0.3271,0.9586
3573,-2204.2622916856594,2031.808950931919,0.1494999999999982,0,0.2914,0.2333,0.215
329,-1658.3955301793105,4836.569870916076,0.26575,0,0.5315,0.1755,0.5118
5787,-6222.632032040319,6975.138643734184,0.1870499999999962,0,0.3709,0.6585,0.7381
112,-7639.374567504016,1112.2787686729623,0.03355,0,0.0671,0.8084,0.1177
7349,,7262.4429999589765,0.0756500000000027,0,0.1323,,0.7685
1117,,8571.256101838377,0.3472,0,0.6944,,0.907
6482,-2391.574607911017,2623.3838739474454,0.3724000000000017,0,0.725,0.2531,0.2776
2282,,8550.465844480002,0.04065,0,0.0813,,0.9048
7519,-7484.062649014326,6841.951694300974,0.0717499999999972,1,0.0375,0.792,0.724
642,,,0.4481999999999987,0,0.8892,,
370,-7948.153392785289,3341.5748645094263,0.4078999999999966,0,0.7916,0.8411,0.3536
10215,-5444.002392799435,9294.190050890897,0.2976,0,0.5952,0.5761,0.9835
9801,-3280.630615830523,7794.658785993706,0.4106999999999947,1,0.7986,0.3472,0.8248
129,,3212.218661868648,0.0325999999999977,1,0.0084,,0.3399
8069,-3180.5193758310884,1624.4883090474275,0.373450000000007,0,0.7225,0.3366,0.1719
4112,-4253.07765318352,3974.7651022416985,0.4150499999999944,0,0.7979,0.4501,0.4206
4842,-332.06411773397014,3921.00593544955,0.2493499999999969,1,0.4869,0.0352,0.4149
3560,-4137.636226014361,5457.601156572946,0.0907499999999976,1,0.1551,0.4379,0.5775
8627,,5372.401303743238,0.16845,0,0.3369,,0.5685
2589,,1119.870062257825,0.1461999999999999,1,0.2192,,0.1185
7979,,7791.6214508993835,0.18425,0,0.3685,,0.8245
8215,,6733.23264901857,0.4307500000000015,0,0.8323,,0.7125
5915,-716.9338788638725,5230.657449027058,0.2911,0,0.5822,0.0759,0.5535
8073,-7900.802807879896,78.65577094295318,0.2629999999999904,1,0.4812,0.8361,0.0083
8348,-6573.8263837364475,3009.870858473564,0.232250000000009,0,0.4631,0.6957,0.3185
3248,-6629.832073924812,3746.1389712995942,0.23459999999999961,1,0.4354,0.7016,0.3964
5019,,3983.2434075246692,0.0533000000000066,0,0.1062,,0.4215
8492,-3718.9960437525733,9293.25523919279,0.0150500000000062,0,0.0263,0.3936,0.9834
7706,-7382.141385618676,861.851468674377,0.36825,0,0.7365,0.7812,0.0912
8011,,872.2536973535633,0.2293499999999951,1,0.4393,,0.0923
3980,-1849.7129048952083,5581.293589025077,0.052200000000006894,0,0.086,0.1958,0.5906
9056,-79.6359943391693,1712.4084969714593,0.5158000000000063,1,0.9456,0.0085,0.1812
2120,-7988.628895803929,5558.688408270487,0.3738000000000038,1,0.7418,0.8454,0.5882
8387,-9388.251220701683,9285.817745607925,0.16395000000000398,1,0.3131,0.9935,0.9826
821,-2290.5783562134757,795.708549806826,0.4934500000000011,0,0.9757,0.2424,0.0842
7444,-6132.435920720072,,0.0195999999999949,1,0.0044,0.649,
3619,-2952.6715565870923,622.8890090530859,0.4175499999999966,1,0.7865,0.3125,0.0659
3310,-3189.1144811140593,4606.955528275864,0.43910000000000204,0,0.8464,0.3375,0.4875
3008,-2079.4307475354203,9005.085971269888,0.0691500000000024,1,0.0581,0.2201,0.9529
7443,-4750.23380638826,9063.639196552575,0.2578000000000127,0,0.4412,0.5027,0.9591
8001,-2878.1356324365697,7999.7064244831145,0.3112000000000023,1,0.5726,0.3046,0.8465
51,-6456.019921472964,1334.3609177283115,0.4939999999999985,1,0.8922,0.6832,0.1412
8102,-1817.9425071595408,2914.4388769646694,0.2705499999999936,0,0.5021,0.1924,0.3084
2625,,2212.380785270522,0.412399999999999,1,0.7996,,0.2341
2538,-1964.1293203662606,9276.394528626846,0.0844500000000025,1,0.1619,0.2079,0.9816
3732,-8249.6021244817,8050.685356180939,0.1831500000000025,1,0.3593,0.873,0.8519
910,-8030.319410520675,9292.323227494679,0.20684999999999581,1,0.3095,0.8498,0.9833
3163,-8460.289733159756,7907.945589766651,0.0452000000000006,0,0.0574,0.8953,0.8368
1017,-3182.379399227304,,0.034999999999994896,1,0.0382,0.3368,
9665,-3704.810868280956,1926.062040743838,0.41449999999999815,1,0.8,0.3921,0.2038
69,,8224.436808632787,0.33235,0,0.6647,,0.8703
9819,-8319.472990141681,5100.228134688171,0.37485,0,0.7497,0.8804,0.5397
6484,-2331.9288709302214,8488.104472404884,0.1603000000000002,0,0.3086,0.2468,0.8982
8846,-7721.380585239401,8785.774057308861,0.17955,0,0.3591,0.8171,0.9297
6364,-5610.130235980147,865.6599272315143,0.0660774509803857,0,0.1131,0.5937,0.0916
985,,6234.283472417614,0.2465499999999976,1,0.3935,,0.6597
2859,-5392.84176110161,1710.4797735752434,0.2315,0,0.463,0.5707,0.181
6584,-4898.330642991195,4198.826474693264,0.015899999999998,1,0.0088,0.5184,0.4443
10375,-967.2919788624587,8532.549622215955,0.52825,1,0.9315,0.1024,0.9029
4132,-763.2794520711585,5003.836941481169,0.4461,0,0.8922,0.0808,0.5295
5692,,8540.082615800815,0.3299999999999997,0,0.6506,,0.9037
8195,,7451.43703958055,0.3199000000000009,0,0.6132,,0.7885
378,,7691.456210899949,0.06175,0,0.1235,,0.8139
5695,-3687.830657715014,1972.2756139511234,0.2448499999999938,1,0.3899,0.3903,0.2087
1486,-5079.912889027905,4117.434868655987,0.4740999999999953,0,0.9442,0.5376,0.4357
2299,,1048.9901848997351,0.2668999999999956,0,0.4874,,0.111
1871,-8496.090177687855,1799.3563731973836,0.38449999999999573,0,0.7166,0.8991,0.1904
2562,-695.8036215054999,7506.302518070806,0.30294999999999617,1,0.5265,0.0737,0.7943
5288,-5647.474919590735,,0.3105500000000043,1,0.6157,0.5977,
4194,-7999.929036181223,1072.7278773524317,0.4754500000000022,1,0.9345,0.8466,0.1135
8754,-1742.8265830090188,7206.670009770612,0.29025000000000484,1,0.5237,0.1845,0.7626
8675,-3513.083493565059,4993.531412801982,0.5469499999999938,1,0.9941,0.3718,0.5284
10253,-2092.8609113089306,8713.026456554557,0.18615000000001508,1,0.2481,0.2215,0.922
9748,-1021.147645654607,3076.0432773411153,0.251249999999993,1,0.3471,0.1081,0.3255
5049,-3779.2367924314776,1146.3744898048456,0.243550000000007,1,0.4627,0.4,0.1213
769,,447.00563320502226,0.2148500000000047,1,0.3057,,0.0473
5889,-2146.2865781010796,1259.72969357779,0.0930999999999962,1,0.183,0.2272,0.1333
4854,-474.63088414825825,4732.684784124211,0.17294999999998711,0,0.3013,0.0503,0.5008
24,-4778.354157331496,7891.815490898817,0.0771999999999987,0,0.1442,0.5057,0.8351
6496,-9070.657290137438,,0.1688500000000032,0,0.3161,0.9599,
9821,,6591.466594302389,,0,,,0.6975
2786,-5343.771152800002,8648.76586108322,0.4329999999999953,0,0.862,0.5655,0.9152
7217,-7.080093584862937,6626.434127132381,0.4441500000000002,1,0.8001,0.0008,0.7012
7152,-3865.6628569592945,,0.4219499999999917,0,0.8307,0.4091,
2460,-8951.635816175847,2762.4238935693024,0.023700000000002,1,0.04,0.9473,0.2923
9201,-7592.558994296731,7163.25567165765,0.2404999999999926,1,0.3924,0.8035,0.758
5005,-2740.6589362109294,3506.0212999801956,0.0169000000000082,1,0.0256,0.2901,0.371
176,-9186.993729004706,4809.169331670947,0.36014999999999986,0,0.6989,0.9722,0.5089
4927,-5948.278639589038,8134.72709731254,0.1824999999999999,0,0.2948,0.6295,0.8608
4335,-7043.747197696059,5512.374835063203,0.2129000000000003,1,0.3804,0.7454,0.5833
3081,-66.67583056565888,2343.760811307516,0.37599999999999817,1,0.72,0.0071,0.248
2423,-6956.736121470135,8955.875862968278,0.02735,0,0.0547,0.7362,0.9477
2060,-7359.371104864087,8595.869605989179,0.4945500000000059,0,0.9729,0.7788,0.9096
2227,-5486.33791921429,3531.6039158291073,0.0385500000000022,1,0.0059,0.5806,0.3737
6940,-5591.314217704264,4003.0908531849345,0.3411000000000038,1,0.5818,0.5917,0.4236
631,-4484.485519219948,4707.153268275298,0.0586000000000019,1,0.0152,0.4746,0.4981
8481,-1911.4086652722194,8551.417456178111,0.1378999999999995,0,0.2724,0.2023,0.9049
2449,-2266.6430637607787,7482.602625618109,0.4249,0,0.8498,0.2399,0.7918
550,-9388.091220701683,9050.441932779066,0.5498499999999953,1,0.9951,0.9935,0.9577
3345,-2051.210396592184,469.7632139596111,0.3007499999999979,1,0.5113,0.2171,0.0497
9508,-1950.064144894642,3224.3799139440503,0.2986,0,0.5972,0.2064,0.3412
2865,-2017.1299754603012,7479.910590523787,0.0588000000000012,1,0.076,0.2135,0.7915
512,-1721.1313139525382,4320.683883749179,0.1857000000000017,0,0.3028,0.1822,0.4572
4771,,7008.237829095648,0.21575908658420578,0,0.42,,0.7416
4430,-7692.255222598056,8941.763687496661,0.4346500000000033,1,0.8691,0.814,0.9462
4392,-2996.232094700054,8473.951396933264,0.1161999999999918,0,0.2132,0.3171,0.8967
1413,-285.9785445266843,259.8869169796641,0.019050000000002,0,0.0277,0.0303,0.0275
5719,-4504.160764880214,6985.539672413371,0.1005,1,0.201,0.4767,0.7392
5824,-5940.898546004176,1796.4867381030595,0.0227000000000043,0,0.04,0.6287,0.1901
4177,,495.1861298085236,0.2771,0,0.5542,,0.0524
5776,-9125.407968627695,7349.3981761849,0.074849999999998,0,0.1267,0.9657,0.7777
2667,-6148.921119587905,4757.198688275014,0.1872500000000022,0,0.3581,0.6507,0.5034
2221,-5926.603370532556,1017.9534988621754,0.3778999999999994,1,0.6608,0.6272,0.1077
8601,-7299.625367883291,9310.346349758729,0.5400499999999925,1,0.9975,0.7725,0.9852
1650,-6074.025195437384,2578.0681124382677,0.4000500000000018,1,0.7041,0.6428,0.2728
6487,-5473.822767138889,1574.4442890477103,0.4811500000000013,1,0.7927,0.5793,0.1666
1279,-2433.970134325872,773.0266690522373,0.2731499999999978,1,0.4103,0.2576,0.0818
7961,-5744.026112797738,3472.9825905464204,0.5233999999999932,1,0.9008,0.6079,0.3675
5072,-5661.690095062353,1263.6296403702218,0.1011999999999974,1,0.188,0.5992,0.1337
3182,-2603.147228287181,,0.3528499999999952,1,0.7047,0.2755,
4340,-4370.129103748897,1400.6020365958625,0.4408000000000032,0,0.86,0.4625,0.1482
4974,-3582.824359225041,6490.391542604847,0.1613499999999924,1,0.3223,0.3792,0.6868
10123,-4884.075467519578,4031.420004128171,0.24570000000001319,1,0.4906,0.5169,0.4266
7615,-3369.6117154526623,770.2001339579135,0.1344000000000024,0,0.2404,0.3566,0.0815
4524,-8198.641492783876,5827.913542231231,0.3439000000000025,0,0.6808,0.8676,0.6167
1602,,7004.556006375527,0.41880000000000484,1,0.7808,,0.7412
5085,-3308.6509667737587,5392.263949403502,0.41495,1,0.8299,0.3502,0.5706
5818,,8392.779390895988,0.3299499999999901,1,0.6545,,0.8881
1307,-8884.85998561019,3174.318293944333,0.3930500000000032,0,0.7645,0.9402,0.3359
5287,,9200.681492778216,0.11874999999999489,1,0.2027,,0.9736
4880,-7789.011427503167,8808.497538063451,0.16970000000000432,1,0.334,0.8243,0.9321
2558,-5113.1532984616815,1273.0062573512998,0.5248500000000039,1,0.9677,0.5411,0.1347
5383,-7717.070538446969,6301.453002983272,0.1028999999999983,1,0.0946,0.8167,0.6668
5906,-6618.581933547517,,0.4509,0,0.9018,0.7004,
8261,-6214.871938455456,6023.54386373956,0.3522999999999945,1,0.5688,0.6577,0.6374
514,-8698.482681082938,7765.313323352362,0.14100000000000298,1,0.2694,0.9205,0.8217
5239,-8410.559124858146,961.1534969757032,0.3269500000000039,1,0.5963,0.8901,0.1017
6859,-6364.1937867565,6708.671444867765,0.29914999999999525,0,0.5669,0.6735,0.7099
1659,,2241.582747911866,0.361649999999998,1,0.6271,,0.2372
4327,-4127.241097335174,395.2059898090894,0.3958000000000072,1,0.7826,0.4368,0.0418
4659,-3120.971773959712,460.2517729062203,0.30500908658420584,0,0.5985,0.3303,0.0487
6920,-4141.5062728067915,987.6523245227235,0.1840000000000005,1,0.3166,0.4383,0.1045
9312,-9175.683588627413,3252.7302648872865,0.18885,0,0.3777,0.971,0.3442
8018,,8675.208288630241,0.31835,0,0.6367,,0.918
7146,-2516.1761520612563,3936.011322619276,0.29959999999999753,1,0.5026,0.2663,0.4165
7458,-3304.970919981327,8412.588436556254,0.2414500000000029,1,0.4519,0.3498,0.8902
1339,-8031.134422218782,,0.5207999999999978,1,0.9544,0.8499,
2448,-2648.277789796358,4486.928442616164,0.3836499999999977,0,0.7593,0.2803,0.4748
4909,-9341.07063579629,2974.0882139454648,0.09694999999999049,1,0.1919,0.9885,0.3147
7889,-2410.1148418731746,7615.997175051319,0.3137999999999922,1,0.5844,0.2551,0.8059
8265,,,0.1634666666666667,1,0.3158,,
2078,-5705.300633175315,780.5823626371002,0.1497499999999972,1,0.2941,0.6038,0.0826
4521,,5716.491361854502,0.07765,1,0.1553,,0.6049
1936,-854.8955867876216,909.1023535797702,0.05315,0,0.1063,0.0905,0.0962
192,-6678.962682226421,200.3428799988683,0.3220499999999991,0,0.6403,0.7068,0.0212
2127,,1041.4172913148723,0.3956500000000044,0,0.7555,,0.1102
9761,-1702.674413323714,7406.0638780713725,0.1055666666666672,0,0.1974,0.1802,0.7837
9345,-1738.2415245184798,4050.555638090328,0.2025000000000005,1,0.375,0.184,0.4286
3354,,7810.536984861541,0.2491499999999986,0,0.4971,,0.8265
2279,,5516.078281855634,0.1792000000000004,0,0.3344,,0.5837
194,,7582.812765617544,0.31100000000000094,1,0.4948,,0.8024
3307,-578.6421709401238,6121.855180342779,0.42625000000000124,0,0.8353,0.0613,0.6478
3873,-4239.322477711902,6057.524984871443,0.1186,1,0.2372,0.4486,0.641
8408,,,0.14020000000000898,0,0.2302,,
3247,-5179.159117329233,4903.7888014817345,0.0505000000000045,1,0.0836,0.5481,0.5189
6132,-15.955198867833651,396.9049132053052,0.0689,0,0.1378,0.0017,0.042
6989,-8774.984580372302,3162.9781841300414,0.0862390080429015,0,0.1503,0.9286,0.3347
4978,-7782.456345616412,2224.6740373459247,0.10245000000000101,1,0.1723,0.8236,0.2354
3594,-3085.8082060203014,8097.854641086333,0.08764999999999169,0,0.1621,0.3266,0.8569
6358,-6435.125448428316,1176.5687759090033,0.3275774509803999,0,0.6361,0.681,0.1245
714,-7903.4578429742205,4012.6206701660135,0.3686499999999985,1,0.7147,0.8364,0.4246
8406,-419.95020565800195,4667.497476954767,0.3926499999999891,1,0.5351,0.0445,0.4939
10144,-9128.523003722017,6106.699693173052,0.2635500000000075,1,0.4513,0.966,0.6462
5909,-3616.239768658816,2431.5259992315473,0.174600000000002,0,0.3388,0.3827,0.2573
7831,,3203.6265565856775,0.4412500000000015,1,0.7283,,0.339
10379,-8019.34927014338,7261.469888260868,0.3459,1,0.6918,0.8486,0.7684
4806,-3595.3676464098626,3231.9710834566017,0.2225090865842058,0,0.4335,0.3805,0.342
3424,-5381.571620724317,1179.3841992386208,0.2959500000000007,0,0.5773,0.5695,0.1248
7841,-8672.867365234026,7265.273435053301,0.535249999999998,1,0.9713,0.9178,0.7688
2202,-3992.014424505748,8040.164727501752,0.1323500000000061,1,0.2639,0.4225,0.8508
9487,-8988.311272402054,6738.904019207216,0.5326500000000103,1,0.9919,0.9512,0.7131
9718,-2590.342076211778,8513.624688253796,0.3208499999999914,1,0.6191,0.2742,0.9009
2855,-7933.698217313672,5337.4946709132455,0.20689999999999859,0,0.3852,0.8396,0.5648
2931,-4741.838701105289,7176.42753543116,0.12105,0,0.2421,0.5018,0.7594
3005,-2300.018473194554,6602.805334679683,0.1705,0,0.341,0.2434,0.6987
1268,-6990.716542602018,3343.459887905642,0.06425,0,0.1285,0.7398,0.3538
9183,-4565.666525257225,2470.281978853971,0.3528500000000039,0,0.6969,0.4832,0.2614
3762,-2331.6788709302214,9075.07383692987,0.2469999999999947,1,0.4712,0.2468,0.9603
9968,-6327.318330530293,2659.386218475544,0.36685000000000917,1,0.6715,0.6696,0.2814
5199,-7924.378100332593,7651.7605195794185,0.242,0,0.484,0.8386,0.8097
5867,-2210.837373572415,6990.25873090391,0.112650000000008,0,0.2231,0.234,0.7397
4160,-6725.338255433707,3242.4355362081,0.5000999999999982,1,0.9926,0.7117,0.3431
4454,-3114.498556963538,4638.127414313423,0.34985,0,0.6997,0.3296,0.4908
8142,,4056.9680199770837,0.3619500000000008,1,0.6057,,0.4293
704,-2092.7209113089307,1133.2189260313353,0.1608999999999956,1,0.2754,0.2215,0.1199
1176,,1316.4184954642622,0.16999999999999868,0,0.3328,,0.1393
1673,,3222.4985905478347,0.17115000000000258,0,0.3263,,0.341
274,-6765.913758452345,,0.1349499999999985,1,0.2443,0.716,
7973,-2734.343854324174,2032.7409626300273,0.1540499999999976,1,0.1841,0.2894,0.2151
9389,-3502.5683648858717,4961.342315066315,0.4843499999999896,1,0.8135,0.3707,0.525
8794,-4255.127676579736,7497.835712787836,0.0649000000000024,1,0.1014,0.4503,0.7934
5708,,102.07036339564989,0.09915,0,0.1983,,0.0108
3241,-7802.711591276678,,0.3513000000000007,1,0.6118,0.8257,
5986,-4427.874817333476,6925.095823734468,0.3762499999999987,0,0.6935,0.4686,0.7328
1809,-167.55208226320067,1113.3321803710703,0.0883999999999974,1,0.138,0.0178,0.1178
3814,-4347.658822994307,8133.715685614432,0.04595,0,0.0919,0.4601,0.8607
6671,-6635.492144113459,,0.32044999999999774,0,0.6359,0.7022,
6177,-253.9081467910167,7247.400012789251,0.15160000000000828,1,0.289,0.0269,0.7669
4892,-7286.475204109781,,0.1268500000000023,0,0.2527,0.7711,
5820,-2490.540836212344,5312.970666762441,0.1576499999999971,1,0.2915,0.2636,0.5622
9085,-3236.5150660194527,6562.181731661045,0.01735,0,0.0347,0.3425,0.6944
1010,-2237.4477011194354,3066.5629603600364,0.43455,0,0.8691,0.2368,0.3245
2546,-5001.606918084953,8698.849481082938,0.0638500000000024,1,0.0261,0.5293,0.9205
1689,-351.0243516961272,5259.175399970293,0.2218500000000032,1,0.3977,0.0372,0.5565
2102,-7607.999181466457,7763.279799956148,0.26849999999999863,0,0.5328,0.8051,0.8215
5535,-676.3683758452347,3416.217288659948,0.36005,0,0.7201,0.0716,0.3615
2201,-7243.094665996819,5788.213350910701,0.1729499999999953,0,0.3389,0.7665,0.6125
9293,,69.96406565998237,0.30169999999999686,1,0.4392,,0.0074
6912,-751.7893116938641,6848.5092761877295,0.40509999999999874,0,0.8,0.0796,0.7247
6025,,4325.331242239718,0.07399999999999621,0,0.1448,,0.4577
160,-7395.441549392185,2721.6423905506635,0.2369999999999986,0,0.4698,0.7826,0.288
10025,-226.22280754588874,3537.1942860177555,0.45215000000000344,0,0.8493,0.024,0.3743
311,,2547.751538098816,0.19325,0,0.3865,,0.2696
8648,-2128.5213558370297,5441.437557705111,0.40580000000000394,1,0.7052,0.2253,0.5758
1510,,4427.435005635368,0.5419500000000033,1,0.9373,,0.4685
